100001,26,7.8173076923076925
100002,13,6.541538461538461
100003,19,7.9515789473684215
100004,6,5.266666666666667
100005,21,7.485714285714287
100006,9,5.511111111111111
100007,16,6.79375
100008,28,9.043214285714287
100009,11,6.1909090909090905
100010,23,7.94695652173913
100011,15,6.587999999999999
100012,20,7.933000000000002
100013,7,5.365714285714286
100014,17,7.195294117647059
100015,12,6.395833333333333
100016,24,8.312916666666666
100017,10,5.838
100018,18,7.295
100019,4,4.635
100020,22,7.861818181818182
